;date;CO;NO;NO2;NOX;O3;PM10;PM2.5;PRS;RAINF;RH;SO2;SR;TOUT;WSR;WDR
4984;2025-07-27 16:00:00;0.52;1.7;4.6;6.2;38.0;21.0;5.0;712.2;0.0;34.0;2.1;0.0;32.77;15.6;118.0
4985;2025-07-27 17:00:00;0.51;1.5;3.1;4.6;38.0;19.0;4.0;712.3;0.0;34.0;2.2;0.0;31.85;16.5;124.0
4986;2025-07-27 18:00:00;0.51;1.5;3.5;5.0;34.0;16.0;5.0;712.3;0.0;37.0;2.2;0.0;30.96;15.5;116.0
4987;2025-07-27 19:00:00;0.49;1.4;3.6;5.1;34.0;19.0;5.0;712.4;0.0;40.0;2.3;0.0;30.18;16.5;118.0
4988;2025-07-27 20:00:00;0.5;1.3;4.2;5.6;30.0;15.0;6.0;713.0;0.0;42.0;2.2;0.0;29.33;13.6;121.0
4989;2025-07-27 21:00:00;0.48;1.3;4.7;5.9;27.0;16.0;6.0;713.3;0.0;44.0;2.2;0.0;28.39;11.9;120.0
4990;2025-07-27 22:00:00;0.48;1.2;4.4;5.6;26.0;15.0;;713.9;0.0;48.0;2.2;0.0;27.36;12.4;111.0
4991;2025-07-27 23:00:00;0.47;1.2;4.0;5.3;24.0;21.0;7.0;714.3;0.0;50.0;2.2;0.0;26.51;12.7;100.0
4992;2025-07-28 00:00:00;0.47;;3.3;4.5;24.0;32.0;7.0;714.6;0.0;55.0;2.1;0.0;25.87;10.1;104.0
4993;2025-07-28 01:00:00;0.47;;2.4;3.6;23.0;39.0;;714.6;0.0;59.0;2.1;0.0;25.25;11.2;120.0
4994;2025-07-28 02:00:00;0.47;1.1;2.0;3.2;23.0;51.0;6.0;714.3;0.0;63.0;2.1;0.0;24.68;11.9;103.0
4995;2025-07-28 03:00:00;0.49;1.1;3.3;4.4;21.0;39.0;7.0;714.4;0.0;66.0;2.1;0.0;24.42;7.2;31.0
4996;2025-07-28 04:00:00;0.51;;7.0;8.2;15.0;55.0;7.0;714.4;0.0;69.0;2.2;0.0;24.07;6.7;23.0
4997;2025-07-28 05:00:00;0.54;3.6;15.9;19.5;5.0;53.0;9.0;714.4;0.0;73.0;2.1;0.0;23.55;5.1;9.0
4998;2025-07-28 06:00:00;0.59;1.9;13.5;15.4;7.0;58.0;9.0;714.5;0.0;75.0;2.2;0.0;23.23;6.0;4.0
4999;2025-07-28 07:00:00;0.58;4.0;13.1;17.1;7.0;47.0;8.0;714.9;0.0;76.0;2.1;0.0;22.96;6.2;47.0
5000;2025-07-28 08:00:00;0.69;11.4;15.4;26.8;6.0;56.0;10.0;715.4;0.0;78.0;2.2;0.0;22.9;4.3;65.0
5001;2025-07-28 09:00:00;0.76;17.2;16.7;33.9;7.0;57.0;14.0;715.7;0.0;76.0;2.2;0.0;23.54;4.4;41.0
5002;2025-07-28 10:00:00;0.77;16.6;16.0;32.6;13.0;57.0;14.0;716.0;0.0;69.0;2.3;0.0;25.16;6.3;38.0
5003;2025-07-28 11:00:00;0.67;5.5;9.9;15.4;31.0;55.0;12.0;715.9;0.0;60.0;2.4;0.0;26.8;7.8;26.0
5004;2025-07-28 12:00:00;0.56;2.7;5.6;8.3;36.0;43.0;8.0;715.7;0.0;50.0;2.5;0.0;28.77;7.7;87.0
5005;2025-07-28 13:00:00;0.49;2.0;3.6;5.6;35.0;32.0;8.0;715.3;0.0;41.0;2.6;0.0;30.22;14.3;110.0
5006;2025-07-28 14:00:00;0.48;2.2;3.7;5.9;34.0;21.0;;714.7;0.0;35.0;2.5;0.0;31.94;13.8;113.0
5007;2025-07-28 15:00:00;0.46;2.1;3.5;5.7;32.0;20.0;;714.3;0.0;32.0;2.4;0.0;32.96;12.5;122.0
5008;2025-07-28 16:00:00;0.44;2.2;3.6;5.8;32.0;22.0;;713.9;0.0;30.0;2.3;0.0;33.45;15.3;118.0
5009;2025-07-28 17:00:00;0.43;2.3;3.8;6.1;33.0;25.0;9.0;713.8;0.0;28.0;2.3;0.0;33.33;16.7;120.0
5010;2025-07-28 18:00:00;0.4;2.4;4.5;6.9;33.0;20.0;8.0;713.5;0.0;25.0;2.2;0.0;33.05;17.2;112.0
5011;2025-07-28 19:00:00;0.39;2.0;5.1;7.1;33.0;18.0;7.0;713.4;0.0;26.0;2.1;0.0;32.45;15.3;102.0
5012;2025-07-28 20:00:00;0.42;1.5;6.3;7.9;28.0;20.0;9.0;713.6;0.0;30.0;2.2;0.0;31.01;12.5;115.0
5013;2025-07-28 21:00:00;0.42;1.3;5.3;6.5;27.0;20.0;9.0;714.0;0.0;33.0;2.1;0.0;30.0;10.9;126.0
5014;2025-07-28 22:00:00;0.43;1.3;5.2;6.4;26.0;21.0;10.0;714.4;0.0;36.0;2.1;0.0;29.49;9.9;111.0
5015;2025-07-28 23:00:00;0.44;1.2;3.6;4.8;26.0;24.0;10.0;714.9;0.0;44.0;2.1;0.0;28.26;13.2;110.0
5016;2025-07-29 00:00:00;0.49;1.1;3.2;4.3;23.0;35.0;;715.0;0.0;57.0;2.2;0.0;26.9;11.8;110.0
5017;2025-07-29 01:00:00;0.5;1.2;2.8;4.0;20.0;42.0;;714.8;0.0;64.0;2.1;0.0;25.97;10.8;120.0
5018;2025-07-29 02:00:00;0.52;1.1;3.0;4.1;20.0;41.0;;714.7;0.0;66.0;2.0;0.0;25.54;5.6;53.0
5019;2025-07-29 03:00:00;0.51;1.1;3.1;4.1;18.0;38.0;;714.6;0.0;68.0;2.0;0.0;24.94;7.2;45.0
5020;2025-07-29 04:00:00;0.52;2.9;9.9;12.8;8.0;36.0;;714.6;0.0;74.0;2.0;0.0;23.8;7.6;35.0
5021;2025-07-29 05:00:00;0.54;4.9;12.6;17.4;5.0;43.0;;714.6;0.0;77.0;2.0;0.0;23.15;4.2;30.0
5022;2025-07-29 06:00:00;0.56;5.2;12.6;17.9;4.0;47.0;;714.7;0.0;78.0;2.1;0.0;22.99;1.9;60.0
5023;2025-07-29 07:00:00;0.64;7.7;14.7;22.5;3.0;48.0;;715.0;0.0;79.0;2.1;0.0;23.02;3.8;70.0
5024;2025-07-29 08:00:00;0.76;8.6;13.0;21.6;6.0;52.0;;715.3;0.0;77.0;2.2;0.035;23.31;4.0;16.0
5025;2025-07-29 09:00:00;0.83;13.9;14.1;28.0;10.0;53.0;;715.6;0.0;71.0;2.2;0.321;24.83;5.2;49.0
5026;2025-07-29 10:00:00;0.87;13.3;15.7;29.0;16.0;54.0;;715.8;0.0;64.0;2.3;0.526;26.09;5.8;14.0
5027;2025-07-29 11:00:00;0.93;12.2;19.7;31.9;26.0;59.0;;715.6;0.0;57.0;2.4;0.773;27.76;5.5;24.0
5028;2025-07-29 12:00:00;0.74;5.8;16.7;22.5;48.0;64.0;;715.2;0.0;50.0;2.5;0.879;29.0;7.6;46.0
5029;2025-07-29 13:00:00;0.6;2.7;9.0;11.7;55.0;60.0;;714.9;0.0;42.0;2.7;0.986;30.4;12.2;49.0
5030;2025-07-29 14:00:00;0.48;1.9;4.4;6.3;44.0;49.0;;714.6;0.0;35.0;2.6;1.004;31.96;12.2;93.0
5031;2025-07-29 15:00:00;0.44;2.0;3.9;5.9;43.0;32.0;;714.1;0.0;28.0;2.3;0.933;33.23;10.4;86.0
5032;2025-07-29 16:00:00;0.36;2.3;4.7;7.0;42.0;32.0;;713.6;0.0;19.0;2.3;0.797;34.59;11.3;108.0
5033;2025-07-29 17:00:00;0.33;2.2;4.6;6.8;41.0;32.0;;713.3;0.0;16.0;2.1;0.611;34.81;12.1;104.0
5034;2025-07-29 18:00:00;0.32;2.7;6.2;8.9;37.0;28.0;;713.0;0.0;14.0;2.0;0.374;34.62;13.6;85.0
5035;2025-07-29 19:00:00;0.35;2.9;9.3;12.2;30.0;29.0;;712.8;0.0;15.0;3.3;0.374;34.02;13.4;79.0
5036;2025-07-29 20:00:00;0.33;2.1;8.8;10.8;26.0;29.0;;713.0;0.0;17.0;2.3;0.0;32.42;15.1;80.0
5037;2025-07-29 21:00:00;0.35;1.3;6.4;7.8;24.0;31.0;;713.3;0.0;25.0;2.2;0.0;31.06;12.1;96.0
5038;2025-07-29 22:00:00;0.36;1.3;5.0;6.4;23.0;31.0;;713.6;0.0;30.0;2.2;0.0;29.63;13.2;98.0
5039;2025-07-29 23:00:00;0.36;1.7;6.2;7.9;20.0;29.0;;713.8;0.0;31.0;2.2;0.0;28.52;10.2;101.0
5040;2025-07-30 00:00:00;0.38;1.3;5.3;6.6;20.0;28.0;;714.1;0.0;35.0;2.2;;27.45;9.8;104.0
5041;2025-07-30 01:00:00;0.39;1.2;3.4;4.6;20.0;30.0;;714.0;0.0;44.0;2.2;0.0;26.42;9.9;104.0
5042;2025-07-30 02:00:00;0.4;1.3;4.3;5.5;18.0;28.0;;713.9;0.0;46.0;2.2;0.0;25.74;5.6;53.0
5043;2025-07-30 03:00:00;0.42;6.1;15.6;21.6;5.0;27.0;;713.7;0.0;47.0;3.1;0.0;24.73;6.1;34.0
5044;2025-07-30 04:00:00;0.48;4.7;15.9;20.6;4.0;36.0;;713.6;0.0;52.0;3.4;0.0;23.75;5.3;44.0
5045;2025-07-30 05:00:00;0.45;13.9;15.6;29.5;3.0;39.0;;713.1;0.0;57.0;4.1;0.0;22.55;0.1;309.0
5046;2025-07-30 06:00:00;0.52;20.4;16.8;37.2;3.0;37.0;;713.2;0.0;59.0;4.4;0.0;22.5;2.1;29.0
5047;2025-07-30 07:00:00;0.65;21.1;16.7;37.8;4.0;46.0;;713.7;0.0;62.0;3.8;0.015;22.69;3.2;17.0
5048;2025-07-30 08:00:00;0.76;21.4;17.7;39.2;7.0;55.0;;714.0;0.0;60.0;3.4;0.132;23.88;1.4;249.0
5049;2025-07-30 09:00:00;0.77;21.8;20.9;42.7;13.0;51.0;;713.9;0.0;49.0;4.4;0.0;25.61;3.5;304.0
5050;2025-07-30 10:00:00;0.84;12.3;20.7;33.0;26.0;44.0;14.0;714.0;0.0;48.0;3.8;0.0;26.92;4.7;11.0
5051;2025-07-30 11:00:00;0.91;12.5;27.4;39.9;35.0;48.0;15.0;713.9;0.0;42.0;4.0;0.0;29.18;4.7;29.0
5052;2025-07-30 12:00:00;0.74;10.1;26.1;36.2;45.0;67.0;16.0;713.8;0.0;42.0;5.3;0.0;29.54;9.3;50.0
5053;2025-07-30 13:00:00;0.66;4.7;18.1;22.8;62.0;50.0;14.0;713.4;0.0;37.0;4.6;0.0;30.87;11.0;49.0
5054;2025-07-30 14:00:00;0.5;2.6;9.3;11.9;66.0;30.0;11.0;712.9;0.0;32.0;4.8;0.0;32.18;12.4;46.0
5055;2025-07-30 15:00:00;0.44;2.4;8.0;10.4;62.0;24.0;10.0;712.4;0.0;26.0;9.8;0.0;33.48;12.3;61.0
5056;2025-07-30 16:00:00;0.41;2.5;6.3;8.8;50.0;22.0;8.0;712.0;0.0;24.0;4.8;0.0;34.18;13.3;71.0
5057;2025-07-30 17:00:00;0.41;2.5;6.9;9.4;49.0;21.0;8.0;711.6;0.0;23.0;4.3;0.0;34.62;12.7;65.0
5058;2025-07-30 18:00:00;0.44;2.9;9.7;12.6;40.0;21.0;;711.4;0.0;22.0;4.4;0.0;33.93;14.0;66.0
5059;2025-07-30 19:00:00;0.46;3.2;11.8;15.0;29.0;20.0;7.0;711.4;0.0;24.0;3.5;0.0;32.57;13.0;70.0
5060;2025-07-30 20:00:00;0.46;2.0;12.3;14.3;27.0;18.0;7.0;711.5;0.0;24.0;3.0;0.0;32.01;8.2;100.0
5061;2025-07-30 21:00:00;0.43;1.4;9.2;10.7;28.0;16.0;8.0;711.6;0.0;28.0;2.6;0.0;30.97;10.6;124.0
5062;2025-07-30 22:00:00;0.46;1.4;8.4;9.8;25.0;15.0;7.0;712.0;0.0;33.0;2.5;0.0;30.0;7.9;117.0
5063;2025-07-30 23:00:00;0.49;1.8;9.9;11.7;21.0;22.0;7.0;712.4;0.0;37.0;2.5;0.0;29.54;8.0;88.0
5064;2025-07-31 00:00:00;0.43;1.3;4.8;6.1;27.0;21.0;;712.7;0.0;41.0;2.4;0.0;28.44;9.3;105.0
5065;2025-07-31 01:00:00;0.46;1.2;3.7;4.9;28.0;49.0;6.0;712.8;0.0;53.0;2.4;0.0;26.98;9.3;91.0
5066;2025-07-31 02:00:00;0.47;1.2;3.7;4.9;25.0;54.0;9.0;712.8;0.0;58.0;2.2;0.0;26.25;6.2;69.0
5067;2025-07-31 03:00:00;0.5;;4.0;5.2;23.0;55.0;8.0;712.9;0.0;63.0;2.2;0.0;25.59;6.2;50.0
5068;2025-07-31 04:00:00;0.53;1.9;14.8;16.8;7.0;60.0;9.0;712.8;0.0;70.0;2.2;0.0;24.68;5.7;28.0
5069;2025-07-31 05:00:00;0.54;2.8;15.2;18.1;5.0;62.0;9.0;712.8;0.0;73.0;2.1;0.0;24.06;4.2;42.0
5070;2025-07-31 06:00:00;0.59;2.9;18.0;20.9;3.0;62.0;;713.1;0.0;74.0;2.1;0.0;23.77;2.1;40.0
5071;2025-07-31 07:00:00;0.67;7.3;18.6;25.9;3.0;64.0;10.0;713.1;0.0;76.0;2.3;0.0;23.67;0.7;5.0
5072;2025-07-31 08:00:00;0.76;11.3;17.0;28.4;6.0;59.0;11.0;713.6;0.0;73.0;2.2;0.0;24.73;3.0;20.0
5073;2025-07-31 09:00:00;0.79;8.6;14.6;23.1;15.0;54.0;12.0;713.8;0.0;68.0;2.3;0.0;26.06;2.8;42.0
5074;2025-07-31 10:00:00;0.92;9.1;19.5;28.6;26.0;59.0;14.0;713.9;0.0;60.0;2.7;0.0;27.83;3.1;26.0
5075;2025-07-31 11:00:00;0.99;9.6;25.4;35.1;37.0;67.0;16.0;713.9;0.0;54.0;3.5;0.0;29.26;7.0;27.0
5076;2025-07-31 12:00:00;0.66;5.5;18.9;24.4;51.0;58.0;15.0;713.9;0.0;48.0;2.7;0.0;30.35;8.7;54.0
5077;2025-07-31 13:00:00;0.6;2.9;9.7;12.6;59.0;52.0;14.0;713.4;0.0;40.0;3.1;0.0;31.73;12.2;58.0
5078;2025-07-31 14:00:00;0.53;2.0;7.1;9.1;62.0;45.0;12.0;713.0;0.0;35.0;9.0;0.0;32.91;12.5;56.0
5079;2025-07-31 15:00:00;0.48;2.3;5.9;8.2;49.0;29.0;8.0;712.5;0.0;30.0;5.5;0.0;34.05;11.9;68.0
5080;2025-07-31 16:00:00;0.45;2.0;4.7;6.8;49.0;18.0;7.0;712.1;0.0;28.0;3.5;0.0;34.73;11.7;71.0
5081;2025-07-31 17:00:00;0.46;2.3;5.7;8.0;49.0;17.0;6.0;711.9;0.0;27.0;3.3;0.0;34.95;13.7;80.0
5082;2025-07-31 18:00:00;0.46;2.1;6.3;8.4;48.0;16.0;6.0;711.6;0.0;26.0;3.2;0.0;34.98;12.3;78.0
5083;2025-07-31 19:00:00;0.47;1.9;7.9;9.9;44.0;13.0;;711.6;0.0;27.0;3.5;0.0;34.41;12.7;81.0
5084;2025-07-31 20:00:00;0.47;1.6;9.9;11.5;37.0;13.0;;711.8;0.0;28.0;3.5;0.0;33.38;10.7;88.0
5085;2025-07-31 21:00:00;0.5;1.4;11.7;13.1;32.0;16.0;7.0;712.1;0.0;30.0;3.0;0.0;32.69;11.2;83.0
5086;2025-07-31 22:00:00;0.44;1.4;6.8;8.1;35.0;14.0;6.0;712.4;0.0;33.0;3.0;0.0;31.8;9.8;113.0
5087;2025-07-31 23:00:00;0.48;;6.8;8.2;30.0;27.0;6.0;713.1;0.0;41.0;2.5;0.0;30.36;10.1;77.0
5088;2025-08-01 00:00:00;;4.5;4.5;6.9;32.0;27.0;8.0;714.7;0.0;54.0;2.3;0.2;27.76;8.6;171.0
5089;2025-08-01 01:00:00;0.51;1.2;4.8;6.0;29.0;20.0;8.0;713.6;0.0;52.0;2.3;0.0;27.76;8.8;79.0
5090;2025-08-01 02:00:00;0.5;1.2;4.2;5.3;26.0;20.0;7.0;713.7;0.0;56.0;2.3;0.0;26.99;8.0;42.0
5091;2025-08-01 03:00:00;0.51;1.7;9.1;10.8;16.0;28.0;9.0;713.8;0.0;63.0;2.3;0.0;25.98;7.9;21.0
5092;2025-08-01 04:00:00;0.52;2.2;12.4;14.6;11.0;23.0;10.0;714.0;0.0;66.0;2.3;0.0;25.06;6.3;43.0
5093;2025-08-01 05:00:00;0.51;1.5;7.8;9.2;15.0;22.0;9.0;714.1;0.0;68.0;2.4;0.0;24.44;5.8;57.0
5094;2025-08-01 06:00:00;0.54;4.0;18.5;22.5;4.0;40.0;11.0;714.4;0.0;70.0;2.5;0.0;24.09;2.8;39.0
5095;2025-08-01 07:00:00;0.63;10.0;19.7;29.7;4.0;39.0;12.0;714.5;0.0;71.0;2.8;0.0;23.97;0.6;337.0
5096;2025-08-01 08:00:00;0.77;6.9;14.3;21.2;14.0;24.0;12.0;714.8;0.0;67.0;2.7;0.0;25.23;2.8;12.0
5097;2025-08-01 09:00:00;0.8;8.4;16.0;24.4;22.0;25.0;11.0;714.8;0.0;62.0;2.8;0.0;26.65;3.0;346.0
5098;2025-08-01 10:00:00;0.82;10.1;22.4;32.5;32.0;43.0;13.0;714.8;0.0;54.0;2.9;0.0;28.56;4.1;19.0
5099;2025-08-01 11:00:00;0.92;8.9;26.8;35.7;49.0;51.0;17.0;715.0;0.0;50.0;3.7;0.0;29.79;8.8;58.0
5100;2025-08-01 12:00:00;0.71;5.4;19.9;25.3;59.0;41.0;14.0;714.9;0.0;46.0;3.7;0.0;30.66;10.6;38.0
5101;2025-08-01 13:00:00;0.58;2.4;10.8;13.2;76.0;32.0;14.0;714.6;0.0;38.0;9.2;0.0;32.22;12.2;43.0
5102;2025-08-01 14:00:00;0.52;2.1;6.9;9.0;60.0;21.0;10.0;714.1;0.0;34.0;7.4;0.0;33.56;11.5;63.0
5103;2025-08-01 15:00:00;0.48;2.2;5.4;7.6;50.0;16.0;7.0;713.6;0.0;30.0;4.6;0.0;34.48;11.9;65.0
5104;2025-08-01 16:00:00;0.46;1.9;5.6;7.5;46.0;15.0;6.0;713.3;0.0;29.0;3.1;0.0;34.55;9.6;59.0
5105;2025-08-01 17:00:00;0.47;2.2;6.9;9.1;36.0;15.0;5.0;713.1;0.0;28.0;2.9;0.0;34.36;9.7;78.0
5106;2025-08-01 18:00:00;0.48;2.6;8.4;11.0;29.0;13.0;5.0;713.1;0.0;27.0;2.8;0.0;34.38;9.4;85.0
5107;2025-08-01 19:00:00;0.49;2.6;9.1;11.7;26.0;9.0;4.0;713.1;0.0;27.0;2.4;0.0;34.32;9.2;89.0
5108;2025-08-01 20:00:00;0.5;1.8;9.7;11.6;23.0;18.0;5.0;713.2;0.0;31.0;2.4;0.0;33.03;9.5;109.0
5109;2025-08-01 21:00:00;0.47;1.4;6.4;7.9;24.0;15.0;5.0;713.5;0.0;36.0;2.3;0.0;31.16;10.6;118.0
5110;2025-08-01 22:00:00;0.47;1.4;6.2;7.6;23.0;10.0;5.0;713.9;0.0;39.0;2.4;0.0;30.38;11.0;122.0
5111;2025-08-01 23:00:00;0.45;2.1;5.3;7.3;23.0;11.0;5.0;714.3;0.0;42.0;2.3;0.0;29.61;11.5;97.0
5112;2025-08-02 00:00:00;0.59;1.6;13.6;15.2;12.0;24.0;7.0;714.6;0.0;47.0;2.3;0.0;28.29;8.6;47.0
5113;2025-08-02 01:00:00;0.55;1.4;10.1;11.5;12.0;25.0;7.0;714.8;0.0;53.0;2.2;0.0;27.37;8.9;37.0
5114;2025-08-02 02:00:00;0.58;4.1;15.5;19.6;6.0;28.0;9.0;714.9;0.0;60.0;2.2;0.0;26.45;7.2;20.0
5115;2025-08-02 03:00:00;0.57;2.3;12.4;14.7;7.0;28.0;9.0;714.8;0.0;65.0;2.3;0.0;25.83;5.6;43.0
5116;2025-08-02 04:00:00;0.57;7.5;15.7;23.2;3.0;29.0;10.0;714.7;0.0;70.0;2.4;0.0;25.26;5.4;36.0
5117;2025-08-02 05:00:00;0.56;4.5;13.9;18.4;3.0;25.0;10.0;714.7;0.0;73.0;2.3;0.0;24.77;4.6;36.0
5118;2025-08-02 06:00:00;0.58;7.4;15.0;22.4;3.0;28.0;11.0;714.9;0.0;75.0;2.3;0.0;24.34;4.9;36.0
5119;2025-08-02 07:00:00;0.65;8.2;15.4;23.6;4.0;26.0;11.0;715.1;0.0;77.0;2.3;0.0;24.06;2.3;40.0
5120;2025-08-02 08:00:00;0.77;8.4;12.7;21.1;5.0;23.0;;715.2;0.0;74.0;2.2;0.0;25.08;3.1;12.0
5121;2025-08-02 09:00:00;0.72;8.7;12.5;21.1;13.0;24.0;;715.3;0.0;68.0;2.2;0.0;26.48;4.7;13.0
5122;2025-08-02 10:00:00;0.83;7.6;15.6;23.2;26.0;43.0;13.0;715.3;0.0;60.0;2.2;0.0;28.33;2.9;1.0
5123;2025-08-02 11:00:00;0.88;6.0;17.8;23.8;41.0;55.0;13.0;715.1;0.0;51.0;2.3;0.0;30.12;4.9;24.0
5124;2025-08-02 12:00:00;0.82;5.5;19.7;25.2;53.0;44.0;16.0;714.7;0.0;45.0;2.6;0.0;31.36;6.6;38.0
5125;2025-08-02 13:00:00;0.65;2.5;11.7;14.2;76.0;28.0;12.0;714.4;0.0;38.0;3.4;0.0;32.74;9.1;65.0
5126;2025-08-02 14:00:00;0.53;2.0;7.9;9.9;68.0;23.0;10.0;713.9;0.0;32.0;4.7;0.0;33.93;12.8;54.0
5127;2025-08-02 15:00:00;0.5;1.8;7.7;9.5;43.0;19.0;8.0;713.4;0.0;32.0;4.5;0.0;33.43;10.6;76.0
5128;2025-08-02 16:00:00;0.5;1.4;6.9;8.3;39.0;16.0;8.0;701.2;0.0;33.0;3.6;0.0;32.46;8.4;117.0
5129;2025-08-02 17:00:00;0.51;1.5;6.9;8.4;36.0;16.0;;712.7;0.0;33.0;3.0;0.0;32.81;7.4;125.0
5130;2025-08-02 18:00:00;0.51;1.5;7.9;9.4;36.0;14.0;;712.5;0.0;32.0;2.7;0.0;32.94;4.9;111.0
5131;2025-08-02 19:00:00;0.52;1.7;11.4;13.1;30.0;18.0;;712.4;0.0;34.0;2.6;0.0;32.58;3.1;199.0
5132;2025-08-02 20:00:00;0.52;1.3;9.1;10.4;32.0;15.0;;712.3;0.0;33.0;2.5;0.0;32.18;3.9;141.0
5133;2025-08-02 21:00:00;0.65;1.4;18.5;19.9;18.0;18.0;10.0;712.5;0.0;35.0;2.4;0.0;31.02;3.2;198.0
5134;2025-08-02 22:00:00;0.76;2.7;26.3;29.0;11.0;22.0;11.0;712.9;0.0;37.0;2.5;0.0;30.2;3.5;199.0
5135;2025-08-02 23:00:00;0.71;1.6;26.5;28.1;10.0;21.0;11.0;713.4;0.0;37.0;2.5;0.0;29.48;1.6;191.0
5136;2025-08-03 00:00:00;0.78;3.5;23.2;26.7;6.0;33.0;16.0;713.4;0.0;38.0;2.5;0.0;28.79;2.2;82.0
5137;2025-08-03 01:00:00;0.63;1.8;13.5;15.3;13.0;31.0;14.0;712.8;0.0;39.0;2.4;0.0;28.16;2.8;133.0
5138;2025-08-03 02:00:00;0.48;2.2;11.2;13.4;15.0;24.0;10.0;712.5;0.0;40.0;2.3;0.0;28.3;5.9;34.0
5139;2025-08-03 03:00:00;0.52;3.2;15.0;18.3;7.0;30.0;12.0;712.4;0.0;48.0;2.5;0.0;26.35;1.7;17.0
5140;2025-08-03 04:00:00;0.54;5.0;15.5;20.5;5.0;31.0;11.0;712.1;0.0;54.0;2.9;0.0;25.58;3.0;8.0
5141;2025-08-03 05:00:00;0.62;1.9;14.9;16.8;5.0;29.0;10.0;712.2;0.0;57.0;2.8;0.0;25.4;0.8;12.0
5142;2025-08-03 06:00:00;0.59;2.0;13.0;15.1;6.0;40.0;9.0;712.4;0.0;62.0;2.6;0.0;24.92;1.4;351.0
5143;2025-08-03 07:00:00;0.53;1.9;9.1;11.0;9.0;29.0;9.0;712.6;0.0;65.0;2.6;0.0;24.83;1.7;329.0
5144;2025-08-03 08:00:00;0.56;4.2;8.8;13.0;12.0;27.0;10.0;713.0;0.0;64.0;2.8;0.0;25.88;2.2;323.0
5145;2025-08-03 09:00:00;0.6;5.1;9.6;14.6;20.0;30.0;11.0;712.8;0.0;58.0;3.8;0.0;27.31;3.4;326.0
5146;2025-08-03 10:00:00;0.59;4.7;11.2;15.9;33.0;36.0;12.0;712.8;0.0;48.0;4.5;0.0;29.52;2.0;353.0
5147;2025-08-03 11:00:00;0.53;3.0;9.5;12.4;53.0;31.0;12.0;712.4;0.0;36.0;4.7;0.0;32.04;4.9;19.0
5148;2025-08-03 12:00:00;0.59;3.2;12.0;15.2;63.0;26.0;11.0;712.0;0.0;30.0;5.2;0.0;33.93;5.0;22.0
5149;2025-08-03 13:00:00;0.43;2.1;7.6;9.7;69.0;22.0;9.0;711.7;0.0;24.0;5.4;0.0;34.81;8.3;66.0
5150;2025-08-03 14:00:00;0.38;1.8;5.1;6.9;65.0;18.0;8.0;711.2;0.0;22.0;3.8;0.0;35.73;9.4;48.0
5151;2025-08-03 15:00:00;0.37;1.8;4.4;6.3;54.0;16.0;8.0;710.6;0.0;20.0;3.6;0.0;36.34;8.6;61.0
5152;2025-08-03 16:00:00;0.42;1.9;4.4;6.4;51.0;15.0;7.0;710.2;0.0;20.0;3.5;0.0;36.91;10.4;83.0
5153;2025-08-03 17:00:00;0.4;1.6;3.5;5.1;52.0;19.0;11.0;709.9;0.0;19.0;4.3;0.0;37.21;8.7;85.0
5154;2025-08-03 18:00:00;0.37;1.5;3.5;5.0;47.0;15.0;7.0;709.6;0.0;20.0;4.7;0.0;36.84;9.8;96.0
5155;2025-08-03 19:00:00;0.37;1.7;4.9;6.6;43.0;13.0;7.0;709.6;0.0;20.0;4.7;0.0;36.34;11.2;83.0
5156;2025-08-03 20:00:00;0.39;1.4;6.3;7.6;37.0;14.0;8.0;709.9;0.0;21.0;3.9;0.0;35.18;9.8;86.0
5157;2025-08-03 21:00:00;0.42;1.4;9.0;10.4;27.0;13.0;6.0;710.1;0.0;21.0;2.8;0.0;34.5;8.0;94.0
5158;2025-08-03 22:00:00;0.46;;6.9;8.4;24.0;20.0;8.0;710.3;0.0;31.0;3.1;0.0;32.88;11.1;108.0
5159;2025-08-03 23:00:00;0.48;1.3;4.5;5.9;23.0;19.0;8.0;710.6;0.0;42.0;2.8;0.0;30.94;11.3;92.0
5160;2025-08-04 00:00:00;0.51;1.3;5.1;6.5;17.0;32.0;9.0;710.7;0.0;52.0;2.5;0.0;29.18;8.9;54.0
5161;2025-08-04 01:00:00;0.5;1.8;6.9;8.7;13.0;39.0;8.0;710.8;0.0;56.0;2.4;0.0;28.05;9.7;39.0
5162;2025-08-04 02:00:00;0.53;2.3;11.8;14.1;7.0;30.0;8.0;710.8;0.0;59.0;2.7;0.0;27.19;7.0;21.0
5163;2025-08-04 03:00:00;0.5;3.8;13.0;16.8;4.0;29.0;;710.6;0.0;62.0;2.8;0.0;26.52;3.3;38.0
5164;2025-08-04 04:00:00;0.53;3.7;12.2;15.9;4.0;28.0;;710.5;0.0;64.0;2.9;0.0;26.16;5.3;48.0
5165;2025-08-04 05:00:00;0.54;2.8;11.3;14.1;4.0;24.0;;710.5;0.0;67.0;2.6;0.0;25.68;1.9;72.0
5166;2025-08-04 06:00:00;0.57;6.2;14.2;20.4;3.0;24.0;9.0;710.6;0.0;69.0;2.6;0.0;25.36;1.0;24.0
5167;2025-08-04 07:00:00;0.68;18.3;15.0;33.3;3.0;34.0;11.0;710.7;0.0;69.0;2.7;0.0;25.43;0.3;308.0
5168;2025-08-04 08:00:00;0.77;15.2;14.3;29.5;4.0;30.0;12.0;711.1;0.0;64.0;2.6;0.0;26.71;4.4;8.0
